mensaje,etiqueta
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 😊 Contacto: 320 148 9757.,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Necesitamos validar unos datos para continuar. Puedes responder cuando puedas,1
"Estoy en Santa Marta por trabajo, regreso el domingo.",0
✅Oferta exclusiva 30% OFF. Solo hoy: https://secure.drive.com/confirmar?t=tj1sw1c,1
"Estoy en Bogotá por trabajo, regreso el domingo.",0
"Hola Mateo, por favor confirma si recibiste el mensaje anterior",0
"Voy en camino, llego en 15 minutos.",0
Tenemos una oportunidad laboral con pago semanal. Te interesa 💳 Contacto: 334 618 5084.,1
"Voy en camino, llego en 15 minutos.😊",0
Has ganado un premio en Manizales. Confirma datos en https://www.paqueteria.com/login?t=8p9824,1
Tu beneficio vence el lunes. Reclama $29.900 COP en https://m.banco.com/curso?t=ypzj7wplrj,1
Recuerda que mañana hay clase a las 8:00.,0
Se aprobó tu solicitud. Envía tu número de documento pa continuar 🎁,1
"Te envié un enlace, revísalo por favor: https://m.docs.info/promo?t=xczvq",1
¿Viste la promo del supermercado? Hay 25% en algunos productos.,0
"Voy en camino, llego en 15 minutos.",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.drive.info/archivo?t=339gr9dtmm",0
"Hola Valentina, ¿a qué hora nos vemos hoy para la reunión?",0
Último aviso: verifica tu cuenta en https://app.paqueteria.com/confirmar?t=hquxfke 🔥 Contacto: 301 760 7681.,1
Alerta banco: intento de compra. Confirma en https://m.empleo.info/archivo?t=k1w1wik 💰,1
"Hola Andrés, necesitamos confirmar tu información para completar el registro. Responde este mensaje. URGENTE",1
"Hola Paula, a qué hora nos vemos el viernes para la reunión",0
Crédito preaprobado hasta $599.000 COP. Responde SI para info 👍 URGENTE,1
💰Tu paquete está retenido. Confirma pago de 599.000 COP en https://m.promo.com/login?t=kasm2w,1
¿Viste la promo del supermercado? Hay 35% en algunos productos.,0
Recuerda que mañana hay clase a las 8:00.,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
Crédito preaprobado hasta 49.900 COP. Responde SI para info ⚠️,1
Oferta exclusiva 40% OFF. Solo hoy: https://secure.tienda.co/confirmar?t=009p1zpco URGENTE,1
¿Sigues interesado en la oferta? Quedo atento. (ref 3652),0
¿Puedes confirmar tu dirección en Santa Marta para la entrega?,0
Te comparto el enlace del drive del proyecto: https://secure.super.com/archivo?t=e1qcl,0
"Estoy en Bucaramanga por trabajo, regreso el domingo.",0
¿Puedes confirmar tu dirección en Santa Marta para la entrega?😊,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.empleo.site/ver?t=uexuld👍",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. Contacto: 324 978 6602.,1
💳FELICIDADES Andrés: bono de 39.900 COP. Reclama en https://meet.site/archivo?t=29kolc6h,1
Te comparto el enlace del drive del proyecto: https://m.universidad.net/login?t=ya7z9,0
"El mensajero dijo que el paquete llega esta tarde, ojalá sin problema.👍",0
Último aviso: verifica tu cuenta en https://app.maps.com/pedido?t=2qjz9acn3a 🎁,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"Estoy en Cali por trabajo, regreso el domingo.",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
¿Sigues interesado en la oferta? Quedo atento.,0
"Voy en camino, llego en 15 minutos.😊 (ref 6871)",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
¿Puedes confirmar tu dirección en Cali para la entrega?,1
Tu beneficio vence este fin de semana. Reclama $399.000 en https://m.soporte.org/detalle?t=niaoype8,1
"Te envié un enlace, revísalo por favor: https://www.meet.com/curso?t=9lgjsx6b1z",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Has ganado un premio en Barranquilla. Confirma datos en https://www.soporte.co/archivo?t=vlb48w7n55,1
"Aprovecha 40% de descuento, si te interesa te paso detalles. Contacto: 357 373 1599. URGENTE",1
Aquí está el link del curso para mañana: https://www.meet.site/login?t=qbzmnwcx1b,0
¿Sigues interesado en la oferta? Quedo atento.,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.meet.co/login?t=tfgney1j",0
"Hola Andrés, ¿a qué hora nos vemos esta noche para la reunión?",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.",0
🎁Oferta exclusiva 30% OFF. Solo hoy: https://super.co/curso?t=o0ntgmi0xm Contacto: 390 591 3094.,1
Crédito preaprobado hasta $9.900. Responde SI para info 🎁,1
"Aprovecha 25% de descuento, si te interesa te paso detalles.",1
"Aprovecha 30% de descuento, si te interesa te paso detalles.",1
Te comparto el enlace del drive del proyecto: https://app.docs.co/ver?t=2gl7m2u (ref 1386),0
🎁Tu paquete está retenido. Confirma pago de $9.900 COP en https://app.soporte.site/promo?t=0wi14z,1
"El mensajero dijo que el paquete llega el martes, ojalá sin problema.",0
"Estoy en Ibagué por trabajo, regreso el domingo.",0
"Hola Valentina, por favor confirma si recibiste el mensaje anterior 🙏",1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Alerta banco: intento de compra. Confirma en https://app.banco.site/ver?t=m7o1p2w 😊,1
Aquí está el link del curso para hoy: https://app.tienda.site/login?t=tolif,0
¿Puedes confirmar tu dirección en Manizales para la entrega?,0
"Voy en camino, llego en 15 minutos.",0
¿Sigues interesado en la oferta? Quedo atento.🙏,0
"Hola Luis, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
¿Puedes revisar el documento y decirme si está listo para enviar?👍,0
"Estoy en Cartagena por trabajo, regreso el domingo.",0
Aquí está el link del curso para esta tarde: https://app.universidad.com/archivo?t=z7tfz2f14,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.drive.info/confirmar?t=0q6u0u😊",0
🎁FELICIDADES Juan: bono de $9.900 COP. Reclama en https://app.meet.net/link?t=nvxtk9v2s6,1
"Hola Mateo, ¿a qué hora nos vemos este fin de semana para la reunión? (ref 1517)",0
Alerta banco: intento de compra. Confirma en https://m.promo.info/curso?t=g1ueea ✅ Contacto: 325 827 8971.,1
"Estoy en Ibagué por trabajo, regreso el domingo.",0
"Hola Paula, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
"Voy en camino, llego en 15 minutos. (ref 6158)",0
💳Has ganado un premio en Pereira. Confirma datos en https://m.paqueteria.co/pedido?t=vyj665wfeq,1
¿Puedes confirmar tu dirección en Cartagena para la entrega?,1
Aquí está el link del curso para esta tarde: https://docs.co/curso?t=vu6n51c,0
💳Has ganado un premio en Bucaramanga. Confirma datos en https://banco.org/archivo?t=81lhcd9v,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Alerta banco: intento de compra. Confirma en https://secure.drive.net/archivo?t=3217lfva 💳,1
"Hola Diana, ¿a qué hora nos vemos el viernes para la reunión?",0
"El mensajero dijo que el paquete llega el jueves, ojalá sin problema.",0
"Aprovecha 20% de descuento, si te interesa te paso detalles.",0
"Voy en camino, llego en 15 minutos.",0
"Te envié un enlace, revísalo por favor: https://secure.soporte.net/invitacion?t=3aryo",1
Crédito preaprobado hasta $249.000 COP. Responde SI para info 🙏,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Aprovecha 25% de descuento, si te interesa te paso detalles.👍",0
Alerta banco: intento de compra. Confirma en https://www.tienda.org/invitacion?t=4xevl,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Hola Valentina, por favor confirma si recibiste el mensaje anterior 👍",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. Contacto: 330 222 7883.,1
Alerta banco: intento de compra. Confirma en https://secure.tienda.org/ver?t=1gmjrto8 ⚠️,1
¿Puedes confirmar tu dirección en Villavicencio para la entrega?,0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
Crédito preaprobado hasta $49.900. Responde SI para info 👍,1
🔥Oferta exclusiva 60% OFF. Solo hoy: https://www.drive.net/pedido?t=zcn4hcbn06 URGENTE,1
"El mensajero dijo que el paquete llega el miércoles, ojalá sin problema.",0
Crédito preaprobado hasta 14.900 COP. Responde SI para info ✅,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🎁,1
Te comparto el enlace del drive del proyecto: https://www.banco.net/promo?t=wuocmg,0
Crédito preaprobado hasta $49.900. Responde SI para info 🔥,1
💳Tu paquete está retenido. Confirma pago de $29.900 COP en https://m.universidad.site/promo?t=hj4nd96jy,1
"Hola Sebastián, por favor confirma si recibiste el mensaje anterior 😊 URGENTE",1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?👍,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://meet.co/login?t=9t13xj4v",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ⚠️,1
"El mensajero dijo que el paquete llega esta tarde, ojalá sin problema.",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ⚠️,1
"Voy en camino, llego en 15 minutos.",0
¿Sigues interesado en la oferta? Quedo atento.,1
"Estoy en Villavicencio por trabajo, regreso el domingo.🙏",0
"Te envié un enlace, revísalo por favor: https://m.empleo.site/detalle?t=c52588",1
FELICIDADES Juan: bono de $399.000. Reclama en https://secure.docs.co/promo?t=uux2y,1
"Hola Andrés, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 313 620 7984.",1
Tu beneficio vence el miércoles. Reclama $79.900 COP en https://app.docs.org/promo?t=ldmpfq0jf URGENTE,1
Último aviso: verifica tu cuenta en https://app.promo.net/curso?t=7djphtneqe 📦,1
¿Me puedes enviar el archivo que mencionaste? Gracias.👍,0
Recuerda que mañana hay clase a las 8:00.,0
Último aviso: verifica tu cuenta en https://www.super.site/pedido?t=t63mwn,1
📦FELICIDADES Carlos: bono de 9.900 COP. Reclama en https://drive.org/promo?t=l224xd Contacto: 338 426 1280.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"El mensajero dijo que el paquete llega esta noche, ojalá sin problema.",0
"Voy en camino, llego en 15 minutos.",0
¿Puedes revisar el documento y decirme si está listo para enviar?🙏,0
Recuerda que mañana hay clase a las 8:00. (ref 2448),0
Has ganado un premio en Cali. Confirma datos en https://www.docs.org/ver?t=z9gmk94 Contacto: 354 685 9195.,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas? URGENTE,1
Recuerda que mañana hay clase a las 8:00.,0
"Estoy en Bogotá por trabajo, regreso el domingo.",0
"Estoy en Bogotá por trabajo, regreso el domingo.",0
Crédito preaprobado hasta 9.900 COP. Responde SI para info 🎁 URGENTE,1
¿Puedes confirmar tu dirección en Barranquilla para la entrega?,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 📦,1
Tu beneficio vence mañana. Reclama $29.900 en https://secure.empleo.info/invitacion?t=eis099 Contacto: 305 130 9225.,1
"Estoy en Ibagué por trabajo, regreso el domingo.",0
"Hola Valentina, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Recuerda que mañana hay clase a las 8:00.,0
"Te envié un enlace, revísalo por favor: https://secure.banco.net/cursot=24qvn9qqh",0
¿Sigues interesado en la oferta? Quedo atento.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.super.net/pedido?t=q1jkbd",0
😊Oferta exclusiva 15% OFF. Solo hoy: https://secure.maps.com/confirmar?t=5bcd7e Contacto: 343 537 4037.,1
Aquí está el link del curso para la próxima semana: https://app.paqueteria.com/ver?t=4oiqwmy😊,0
Crédito preaprobado hasta 49.900 COP. Responde SI para info 🔥,1
💰Has ganado un premio en Bucaramanga. Confirma datos en https://www.meet.co/pedido?t=6ll38g,1
Alerta banco: intento de compra. Confirma en https://secure.tienda.com/ver?t=aclr1 💰,1
😊FELICIDADES Ana: bono de $9.900. Reclama en https://secure.promo.org/pedido?t=pp8gao5 URGENTE,1
"Hola Mateo, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 337 757 9456.",1
¿Puedes confirmar tu dirección en Manizales para la entrega?,1
"Hola Camila, ¿a qué hora nos vemos el jueves para la reunión?",0
Último aviso: verifica tu cuenta en https://docs.co/curso?t=3n1fbhav,1
Aquí está el link del curso para este fin de semana: https://www.universidad.net/link?t=ap4w13vyjp,0
Te comparto el enlace del drive del proyecto: https://app.banco.info/ver?t=dcp3eldn0,0
¿Puedes confirmar tu dirección en Medellín para la entrega?,0
🙏Tu paquete está retenido. Confirma pago de 599.000 COP en https://www.banco.org/ver?t=13jrt0,1
Recuerda que mañana hay clase a las 8:00.,0
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.",1
Has ganado un premio en Bogotá. Confirma datos en https://www.drive.org/pedido?t=8y8ksjmd,1
Has ganado un premio en Villavicencio. Confirma datos en https://docs.info/pedido?t=hihx2tape,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
¿Sigues interesado en la oferta? Quedo atento.,0
💰FELICIDADES Carlos: bono de 399.000 COP. Reclama en https://secure.promo.net/pedido?t=ih9msh,1
Tu beneficio vence la próxima semana. Reclama 199.000 COP en https://www.drive.info/login?t=fwd9fos,1
"Estoy en Pereira por trabajo, regreso el domingo.",0
Te comparto el enlace del drive del proyecto: https://app.promo.com/login?t=1yuw3nf,0
"Hola Mateo, ¿a qué hora nos vemos esta noche para la reunión? (ref 4495)",0
¿Puedes confirmar tu dirección en Ibagué para la entrega?,0
🔥Has ganado un premio en Manizales. Confirma datos en https://m.empleo.com/login?t=pottov2xp,1
¿Sigues interesado en la oferta? Quedo atento.,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Aquí está el link del curso para el jueves: https://m.soporte.com/login?t=c50vmd25wc,0
¿Me puedes enviar el archivo que mencionaste? Gracias.😊,0
"El mensajero dijo que el paquete llega esta tarde, ojalá sin problema.",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Aprovecha 40% de descuento, si te interesa te paso detalles.",1
👍Has ganado un premio en Villavicencio. Confirma datos en https://m.docs.info/promo?t=l4qayqnu,1
Recuerda que mañana hay clase a las 8:00.,0
Se aprobó tu solicitud. Envía tu número de documento para continuar,1
"Hola María, por favor confirma si recibiste el mensaje anterior 💰",1
Aquí está el link del curso para el jueves: https://www.super.org/confirmar?t=l2m71dxgtc,0
😊Has ganado un premio en Manizales. Confirma datos en https://www.super.info/confirmar?t=nnlx6j,1
Se aprobó tu solicitud. Envía tu número de documento para continuar ✅,1
FELICIDADES Carlos: bono de 59.000 COP. Reclama en https://app.meet.net/confirmar?t=qw4rav,1
Alerta banco: intento de compra. Confirma en https://docs.net/archivo?t=c8l7vn9lh Contacto: 339 575 1866.,1
